TOWN_ID,TOWN,VMT_SOV_AM,VMT_SOV_MD,VMT_SOV_PM,VMT_SOV_NT,VMT_HOV_AM,VMT_HOV_MD,VMT_HOV_PM,VMT_HOV_NT,VMT_TRK_AM,VMT_TRK_MD,VMT_TRK_PM,VMT_TRK_NT,VMT_TOTAL,VHT_SOV_AM,VHT_SOV_MD,VHT_SOV_PM,VHT_SOV_NT,VHT_HOV_AM,VHT_HOV_MD,VHT_HOV_PM,VHT_HOV_NT,VHT_TRK_AM,VHT_TRK_MD,VHT_TRK_PM,VHT_TRK_NT,VHT_TOTAL,VOC_SOV_AM,VOC_SOV_MD,VOC_SOV_PM,VOC_SOV_NT,VOC_HOV_AM,VOC_HOV_MD,VOC_HOV_PM,VOC_HOV_NT,VOC_TRK_AM,VOC_TRK_MD,VOC_TRK_PM,VOC_TRK_NT,VOC_TOTAL,NOX_SOV_AM,NOX_SOV_MD,NOX_SOV_PM,NOX_SOV_NT,NOX_HOV_AM,NOX_HOV_MD,NOX_HOV_PM,NOX_HOV_NT,NOX_TRK_AM,NOX_TRK_MD,NOX_TRK_PM,NOX_TRK_NT,NOX_TOTAL,CO_SOV_AM,CO_SOV_MD,CO_SOV_PM,CO_SOV_NT,CO_HOV_AM,CO_HOV_MD,CO_HOV_PM,CO_HOV_NT,CO_TRK_AM,CO_TRK_MD,CO_TRK_PM,CO_TRK_NT,CO_TOTAL,CO2_SOV_AM,CO2_SOV_MD,CO2_SOV_PM,CO2_SOV_NT,CO2_HOV_AM,CO2_HOV_MD,CO2_HOV_PM,CO2_HOV_NT,CO2_TRK_AM,CO2_TRK_MD,CO2_TRK_PM,CO2_TRK_NT,CO2_TOTAL
219,NORWELL,65147,114433,73448,70490,12535,40689,17706,20332,16746,34597,16990,16628,499740,1672,3181,2089,1380,315,1134,488,402,417,934,459,327,12798,5,9,6,5,1,3,1,1,3,8,4,3,50,24,42,27,28,5,15,6,8,31,65,32,30,312,140,322,236,163,27,114,56,47,53,138,76,53,1426,24183,45827,30644,25557,4627,16308,7322,7378,9925,22189,11360,9540,214859
220,NORWOOD,92469,151839,98950,82644,16673,53464,23790,23303,23051,47886,23883,24222,662174,4356,5096,4074,1981,723,1806,926,564,950,1500,881,578,23435,10,14,10,6,2,5,2,2,7,12,7,5,81,36,58,39,32,6,20,9,9,51,96,51,45,455,248,467,370,197,43,165,87,55,90,208,123,83,2137,43509,66088,48929,31119,7547,23329,11449,8796,16691,33166,18401,14663,323687
229,PEABODY,139041,278909,165092,143023,24035,98144,35770,41264,40199,88905,42293,39841,1136518,3946,9167,5209,3405,692,3264,1149,981,1122,2704,1275,921,33834,11,25,15,10,2,9,3,3,9,22,10,8,126,52,106,63,53,9,37,14,15,78,178,84,72,762,314,855,559,326,54,302,122,94,135,381,198,130,3470,53729,120826,72236,53037,9318,42712,15756,15292,24980,60902,29619,23404,521812
243,QUINCY,181814,321784,222684,193614,31013,119341,46145,50682,45807,99774,48549,48002,1409209,9273,12729,14445,4644,1370,4745,2555,1276,2061,3890,2611,1194,60793,20,32,29,14,3,12,5,4,14,29,18,10,189,72,123,91,72,12,46,18,19,105,218,120,89,985,500,1049,955,440,80,390,187,116,184,474,280,160,4816,88383,149039,131932,71923,14102,55445,25352,19079,34117,75642,43327,28858,737198
244,RANDOLPH,102918,169457,115006,97716,17816,58333,25996,26302,23583,52493,25118,24332,739070,4083,5600,5067,2266,676,1933,1094,603,838,1632,978,542,25313,10,15,12,7,2,5,3,2,6,13,7,5,87,40,65,46,37,7,22,10,10,49,106,55,44,491,259,520,440,227,44,179,98,61,86,226,130,80,2350,45091,73715,58642,36310,7687,25406,12975,9754,16030,36284,19676,14301,355871
246,READING,91029,157921,100854,89321,15009,55700,21253,24881,20959,45440,21525,21080,664971,3129,5377,3701,2054,506,1905,771,573,689,1524,765,477,21470,8,14,10,6,1,5,2,2,5,12,6,4,76,34,59,38,34,6,21,8,9,43,94,45,38,430,215,484,359,206,35,171,75,57,75,203,109,69,2060,37241,68491,46500,33167,6095,24198,9765,9245,13830,32275,16182,12397,309385
248,REVERE,95392,187171,124109,92254,17479,64881,26352,25979,25680,56276,26839,20146,762558,2885,5882,4230,2473,532,2047,897,700,771,1710,884,548,23559,8,16,11,7,1,6,2,2,6,13,7,4,84,35,70,47,34,6,24,10,10,51,110,55,38,490,216,551,424,211,40,192,90,60,88,236,129,69,2305,37413,78603,55882,35182,6860,27322,11876,9925,16359,37875,19437,12435,349168
251,ROCKLAND,28737,64426,37487,32242,5626,23598,8965,9672,9044,18994,9539,8218,256548,952,2317,1334,914,184,852,317,276,295,675,333,235,8685,2,6,4,3,0,2,1,1,2,5,3,2,31,11,24,14,12,2,9,3,4,19,40,20,16,174,67,202,132,77,13,74,31,23,33,87,48,30,818,11515,28452,17022,12516,2246,10441,4063,3765,5966,13838,7146,5215,122184
252,ROCKPORT,6148,20322,9520,8936,1030,7402,2155,2455,1386,2989,1455,1430,65228,176,740,307,250,30,269,70,69,39,111,47,39,2147,0,2,1,1,0,1,0,0,0,1,0,0,7,2,8,4,3,0,3,1,1,3,6,3,3,36,13,65,32,21,2,23,7,6,5,14,7,5,200,2343,9134,4182,3432,401,3320,950,955,855,2233,1047,881,29733
258,SALEM,47746,117683,64788,51947,9698,42381,15198,15482,14465,30790,15071,13394,438644,1536,4448,2365,1382,313,1602,555,411,459,1141,542,361,15115,4,11,6,4,1,4,1,1,4,9,4,3,53,18,45,25,19,4,16,6,6,29,66,32,25,292,110,378,230,118,22,136,54,35,51,144,77,46,1404,19076,53687,30039,19617,3867,19366,7095,5893,9460,22971,11448,8260,210779
262,SAUGUS,77836,141868,91768,76442,13831,52115,21012,22403,20313,43389,20348,18790,600115,2291,4374,3162,1765,401,1604,707,515,591,1302,675,445,17832,6,12,8,5,1,4,2,2,5,10,5,4,65,28,52,34,28,5,19,8,8,40,85,42,34,384,174,414,315,167,31,152,71,49,69,183,99,61,1784,30074,59064,41166,27873,5347,21694,9362,8163,12758,29281,14792,11085,270657
264,SCITUATE,16737,47378,23801,20726,3460,17407,5959,6634,4047,8711,4222,3701,162784,514,1555,764,641,106,569,191,203,125,279,134,113,5194,1,4,2,2,0,2,1,1,1,2,1,1,18,6,18,9,8,1,6,2,2,8,18,9,7,94,38,143,80,50,8,52,20,16,14,38,20,13,492,6513,20110,10322,8223,1350,7376,2585,2622,2599,6059,3014,2400,73173
266,SHARON,147770,206633,146047,136395,26423,70840,35464,37980,33146,77355,37074,37942,993068,4578,5405,4700,2667,794,1880,1079,760,961,1784,1062,699,26369,12,16,13,10,2,6,3,3,7,15,9,6,103,55,78,55,56,10,27,13,16,65,141,73,70,659,337,593,498,341,60,204,119,95,112,299,172,129,2958,58012,82710,64294,50876,10273,28484,15312,14198,20753,47675,25582,22268,440438
269,SHERBORN,32049,38798,36271,14802,5741,13618,7378,4563,6173,11306,6817,2619,180134,1281,1288,1452,445,227,451,290,136,230,370,258,78,6506,3,3,4,1,1,1,1,0,2,3,2,1,22,12,14,14,5,2,5,3,2,13,23,15,5,115,82,118,134,35,15,41,27,11,24,50,36,10,582,14240,16590,17535,5791,2538,5826,3528,1780,4364,7973,5322,1686,87172
274,SOMERVILLE,117118,229251,140880,129771,22007,82085,31667,35933,26669,59647,28850,29101,932979,4285,9056,5610,3671,716,3235,1250,1028,997,2270,1121,853,34092,11,23,14,10,2,8,3,3,7,17,9,7,115,45,90,55,50,9,32,12,14,57,130,63,58,616,289,762,526,319,53,273,118,89,102,284,152,106,3072,49706,107708,68564,51399,9100,38623,15364,14345,18687,45050,22709,18863,460118
277,SOUTHBOROUGH,139965,185444,139190,126902,24638,64042,34082,35722,32434,75986,36186,37741,932331,4327,4681,4289,2447,752,1635,1029,689,925,1778,1042,710,24303,11,14,12,9,2,5,3,3,7,15,9,6,97,53,70,53,51,9,24,13,14,63,139,71,69,629,322,531,465,304,56,184,113,86,109,297,166,125,2756,55675,73278,60718,46499,9764,25403,14759,13124,20302,47025,24938,21925,413410
284,STONEHAM,118251,193667,132367,123780,19312,70125,28206,34276,21132,50996,23620,24320,840052,4854,7076,6953,2414,743,2562,1381,669,794,1846,1118,486,30896,11,19,15,9,2,7,3,2,6,15,8,4,101,46,73,53,49,7,27,11,13,45,111,56,44,535,296,619,537,288,47,224,112,80,80,241,134,78,2735,51911,87838,71667,44895,8248,31812,14899,12448,14652,38283,20334,14053,411039
286,STOW,25287,42531,29251,23916,4382,14579,6411,6377,5381,10617,5633,4560,178926,857,1321,986,634,148,454,215,169,180,322,189,119,5594,2,4,3,2,0,1,1,0,1,3,2,1,20,9,16,11,9,2,5,2,2,11,21,12,9,109,60,125,101,54,10,43,22,14,20,46,28,15,539,10277,17669,13075,9009,1782,6067,2869,2442,3588,7231,4174,2773,80956
288,SUDBURY,51714,82548,61113,38551,10131,30910,14300,12469,12000,22706,12451,9487,358381,1830,2748,2192,1111,355,1028,509,358,413,744,435,267,11993,5,7,6,3,1,3,1,1,3,6,3,2,42,19,30,23,14,4,11,5,5,25,47,26,18,228,125,251,216,90,24,94,50,29,45,101,63,33,1121,21357,35178,27754,14926,4201,13184,6505,4892,8102,15960,9320,5955,167332
291,SWAMPSCOTT,15709,38147,21763,16645,3032,13790,4895,4725,4131,9129,4543,3385,139894,414,1209,705,363,79,437,155,103,112,297,145,77,4096,1,3,2,1,0,1,0,0,1,2,1,1,15,6,14,8,6,1,5,2,2,8,19,9,6,86,34,114,73,36,7,41,16,10,14,40,22,11,419,5852,16254,9566,6021,1112,5903,2160,1745,2517,6455,3270,1966,62822
298,TOPSFIELD,45395,66140,47941,36104,7761,22460,10329,10262,9616,20513,10327,8121,294969,1000,1550,1102,709,170,534,235,204,215,448,230,157,6554,3,5,4,3,1,2,1,1,2,4,2,1,28,17,26,19,15,3,9,4,4,18,39,19,15,187,99,200,158,89,17,68,34,25,31,85,46,27,878,16518,26204,19237,13382,2829,8922,4153,3792,5629,12906,6630,4768,124970
305,WAKEFIELD,88338,166945,109315,90183,14716,57199,21545,25038,29269,65216,31063,27833,726660,2284,4847,3243,1955,389,1690,660,546,739,1717,866,586,19520,7,14,9,6,1,5,2,2,6,14,7,5,78,33,62,41,34,5,21,8,9,55,123,60,49,501,192,484,356,204,32,167,71,57,93,259,140,88,2143,32969,68485,46557,32948,5549,23606,9312,9160,17462,41768,20997,15945,324758
307,WALPOLE,81727,125864,89961,63819,15500,46259,21463,19503,19814,39531,20595,17595,561631,2851,3881,3114,1608,529,1442,728,501,664,1156,672,440,17584,7,11,8,5,1,4,2,1,5,9,5,4,64,31,47,34,24,6,17,8,7,41,78,42,33,369,196,374,314,152,37,138,74,46,72,167,101,61,1732,33811,52607,40556,24276,6348,19410,9603,7436,13211,26562,14920,10770,259510
308,WALTHAM,154217,301905,198516,163148,24672,101589,40103,42056,48506,107029,50519,46185,1278443,4748,11583,8038,4205,779,3943,1678,1090,1458,3466,1877,1153,44019,13,29,20,13,2,10,4,3,11,27,14,9,156,58,118,77,62,9,40,16,16,96,217,107,86,902,353,978,728,386,57,331,150,100,166,463,254,157,4122,61318,139780,96341,62483,9911,47290,19790,16137,30963,74666,38424,28050,625152
314,WATERTOWN,40533,102388,62133,43342,6983,36617,14157,11922,11711,23883,11678,11648,376996,1619,4817,3109,1487,277,1723,696,408,472,1159,576,395,16739,4,11,7,4,1,4,2,1,4,9,4,3,53,16,41,25,16,3,15,6,4,26,58,29,24,263,104,366,257,110,18,131,58,30,48,129,69,46,1364,17845,52218,33848,17831,3061,18679,7624,4897,8607,20477,10421,7962,203471
315,WAYLAND,68422,107501,76689,53801,13621,40227,19618,17541,13584,28599,14293,11434,465328,2360,3399,2924,1234,459,1265,730,400,455,878,527,253,14884,6,9,8,4,1,3,2,1,3,7,4,2,52,25,39,29,20,5,15,8,7,28,57,31,21,285,162,320,284,125,32,119,72,41,50,123,75,38,1440,27752,44982,36554,19979,5502,16805,9261,6550,9025,19445,11103,6747,213705
317,WELLESLEY,123598,203817,137934,139346,21729,73191,31455,37429,23753,47673,24075,24152,888151,7033,7661,9553,3363,1196,2774,2058,908,1070,1580,1291,569,39056,15,20,18,10,3,7,4,3,7,12,8,5,112,50,78,57,51,9,28,13,14,55,98,58,44,556,362,656,597,309,63,236,134,83,96,212,135,78,2960,64365,93161,84439,51307,11128,33583,18761,13783,17881,33796,21177,14214,457596
320,WENHAM,17583,40217,23303,17224,3051,13530,4778,4937,3975,9282,4329,3096,145306,515,1237,733,475,88,415,149,134,111,263,129,80,4329,1,3,2,1,0,1,0,0,1,2,1,1,15,6,15,9,6,1,5,2,2,8,18,9,6,86,39,119,78,41,7,40,16,12,13,39,20,11,433,6745,16617,10052,6608,1170,5585,2052,1890,2448,6137,3005,1888,64196
333,WESTON,183661,272152,201145,147279,33381,100626,49280,44255,37494,89271,41575,35204,1235321,6545,8176,9781,3075,1162,3033,2228,912,1214,2500,1745,708,41080,16,23,22,10,3,9,5,3,9,20,12,6,139,71,102,79,57,13,38,19,17,76,172,92,63,797,442,802,761,339,80,297,183,102,131,367,213,112,3828,76686,113439,104072,53740,13879,41950,24776,16193,24422,58728,32942,20115,580942
335,WESTWOOD,81712,126353,96771,68025,13223,42735,19707,18893,18821,39626,19362,16462,561689,3951,4553,5127,1638,602,1557,1013,459,739,1304,853,384,22180,9,12,12,5,1,4,2,1,5,10,6,3,71,32,48,39,25,5,16,8,7,41,81,45,30,377,222,397,394,154,35,135,79,43,71,175,104,53,1861,39287,56280,54305,25162,6180,19132,10866,7006,13348,27886,16092,9634,285177
336,WEYMOUTH,101667,208979,135646,115175,20200,76579,32298,33258,29679,61938,30596,30549,876564,3858,7633,6671,2788,715,2797,1473,802,1008,2230,1291,736,32003,9,20,16,9,2,7,4,2,8,17,10,6,109,39,80,54,43,8,29,13,12,61,132,69,56,596,252,661,541,266,49,242,125,77,108,286,165,102,2873,43254,93743,72659,42983,8378,34346,16671,12400,19726,45522,24970,18240,432892
342,WILMINGTON,202502,303028,206662,200219,34835,106802,46700,54310,39948,93780,43422,44066,1376273,6178,8228,6436,3869,1049,2928,1408,1041,1209,2507,1319,886,37060,17,24,18,14,3,9,4,4,9,21,11,8,142,76,113,78,81,13,40,18,22,79,179,87,82,867,463,864,694,489,79,305,155,133,139,380,205,149,4055,79815,122106,90086,73956,13670,43178,20121,20065,25604,60861,30685,26069,606215
344,WINCHESTER,41699,78775,52741,30253,6994,30557,11526,8914,8512,16487,8811,6127,301397,1594,2989,2121,852,264,1154,462,250,318,627,354,174,11159,4,8,5,2,1,3,1,1,2,5,3,1,36,16,30,20,11,3,12,4,3,18,36,20,12,185,104,254,196,71,17,98,43,21,33,79,47,22,986,17838,35836,25561,11615,2968,13893,5604,3426,5978,12485,7087,3843,146133
346,WINTHROP,6658,18569,9493,8349,1479,7098,2504,2512,1472,3191,1570,1467,64362,302,937,463,379,69,357,122,115,68,157,76,66,3112,1,2,1,1,0,1,0,0,0,1,1,0,9,3,8,4,3,1,3,1,1,3,8,4,3,42,18,69,39,24,4,26,10,7,6,17,9,6,236,3137,9797,5128,3980,703,3745,1352,1205,1146,2745,1388,1151,35476
347,WOBURN,192296,335259,219709,207753,32869,122672,48391,58844,48510,110522,51399,54550,1482773,6184,11182,7905,4176,1052,4119,1744,1192,1495,3575,1793,1157,45574,16,30,21,14,3,11,5,4,12,28,14,10,168,72,127,84,80,12,46,18,23,97,224,108,99,991,447,1015,781,477,76,373,172,135,169,481,258,176,4561,76876,145115,101969,75501,13113,53247,22459,21419,31187,77159,38655,31704,688404
350,WRENTHAM,99529,148960,110584,81844,16800,47431,24229,22034,28387,60445,31957,23793,695994,2506,3613,2900,1656,427,1188,656,454,682,1316,800,469,16666,8,12,9,6,1,4,2,2,6,11,7,4,70,38,57,42,33,6,18,9,9,53,110,60,44,479,223,427,354,201,38,136,78,54,91,234,140,81,2057,37582,58768,45474,30495,6347,18853,10046,8232,16928,36958,20830,14066,304577
